# px, py, pz, ox, oy, oz, ow
3.480137578263735598e-01,5.259111955400953553e-01,-6.074483660105378657e-03,-2.498341067274403582e-01,5.768581408781983111e-01,-6.460196000421651874e-01,4.329853124294298916e-01
4.690501158257858183e-01,3.646486815090388967e-01,-1.674085187135599673e-01,8.029479583749734584e-01,3.733614817487158066e-01,-5.907169584606026874e-04,4.646239674633026451e-01
4.080453270552271694e-01,4.242512571944732080e-01,-1.383527519324481148e-01,6.839323412278091041e-01,-7.212316919532179016e-01,9.639299874048104511e-02,5.262878431777406191e-02
5.285933470516958055e-01,2.878977674616913229e-01,-1.567267516150283591e-01,1.193407944706236234e-01,9.652670369167791753e-01,2.082178933839209933e-01,1.032600169077315527e-01
7.665285415898578369e-01,3.982907688057566453e-01,2.729005485906563916e-02,-1.800071885684685624e-01,8.044992383545274128e-01,-5.500726678397560576e-01,1.334108228230103665e-01
3.872828442015072148e-01,5.307406938119660911e-01,-3.026359049286206360e-03,-9.781017546919621442e-01,3.270222570688147840e-02,1.069516167768654882e-04,2.055419919716456600e-01
4.858141700828550458e-01,6.490490251629288387e-01,-1.085904917274993498e-02,-1.035276794492318297e-01,9.354644384455695905e-01,3.355653683318859382e-01,3.980185382496635033e-02
5.077516016698856438e-01,7.248132608899581220e-01,-1.217982110497338455e-01,3.125173821309474437e-02,-7.778802255481876982e-01,-6.228035256573398737e-01,7.772677780885353660e-02
5.511076799261763748e-01,5.820127566051322976e-01,-1.411277022399284528e-03,1.004775402867795486e-01,-7.329354948290774940e-01,-6.171153499036560186e-01,2.681016024399359710e-01
5.674884651226730359e-01,4.247516388862886405e-01,-6.935588483717278208e-02,2.115703996063651449e-01,7.655156716395267180e-01,-5.697832767815559363e-01,2.111178343597701623e-01
7.975865273065030348e-01,1.203228095620245547e-01,-2.969249935371155724e-02,-8.986750847340941872e-01,-3.404557064400277888e-02,-1.528535741495885836e-01,4.097069392472974525e-01
7.066181154807578135e-01,3.310240633113911701e-01,-1.134483180210786313e-01,-6.212527633005346939e-01,-4.613039364376840534e-02,-6.937386986934086508e-01,3.614465504177566402e-01
4.371963887110583147e-01,6.203332577787522562e-01,-6.023982045903431004e-03,9.835954306321381679e-01,-6.120681384110310957e-02,1.374326115258980852e-01,9.952905137784592848e-02
6.787238344009958180e-01,5.205488169943828236e-01,-1.128842980995240219e-01,-4.902846340205938014e-01,7.919421079017000542e-01,3.565557853438026670e-01,7.291534347000537541e-02
4.190470394667850096e-01,4.212865158022619516e-01,-1.190691254850673592e-01,3.862957785266105670e-01,6.013298842100555097e-01,-3.688137850835092046e-01,5.942678973163669776e-01
5.822815869177148107e-01,5.875619355302389435e-01,-8.411134104317985472e-03,-9.252703471814259784e-01,2.979176130288862523e-01,-7.935020700473836841e-02,2.209602342554826682e-01
3.167063058862585878e-01,6.220184835499305009e-01,-1.412027136004820604e-01,4.064215210715361737e-01,7.160353543519533126e-01,-2.963176089883705622e-01,4.840566011649740097e-01
4.432104383991501972e-01,5.780480790738794505e-01,3.630116935912928999e-02,-8.625666402726188675e-01,-1.036206006883202552e-01,-2.450938591521107934e-01,4.303144924444485819e-01
5.314975463545810186e-01,5.133155512276792454e-01,-1.633014316293796009e-01,-2.184847230366446236e-01,-8.502963473790899895e-01,-2.241870612518542805e-01,4.230847539212867492e-01
1.983853856884698341e-01,6.652390186724190801e-01,1.528768115645151582e-02,-4.818895376357812954e-01,-7.354482637601125194e-01,-2.515137368531964457e-01,4.045233800703610938e-01
4.786557619933190511e-01,5.287121935954036678e-01,2.812405017243703453e-02,-1.029936050637733497e-01,-7.245786101699513981e-01,-6.793517511482951576e-01,5.347292036069134502e-02
6.706995383298633984e-01,3.676523307250618156e-01,1.944857688163398324e-02,-8.599387074578828116e-01,4.711540354900595751e-01,-1.421252480312686639e-01,1.353503163245116936e-01
3.499438786729108242e-01,5.021414050271962859e-01,-1.942761215295025767e-01,-7.106321161764120875e-01,6.845577046035080659e-01,-6.549134398799712209e-02,1.486392558823479149e-01
3.130633294172911474e-01,5.906216174794061136e-01,-9.069011060105072741e-02,-2.913638921744260424e-01,-9.495775094071692290e-01,-1.139054119766277490e-01,2.086128201891675193e-02
6.509289558459950831e-01,3.284163422834096568e-01,-5.825842584525128126e-02,-8.457608789240513847e-01,-4.050723218887378185e-01,-3.379690671724674966e-01,7.988654051745031071e-02
5.288874134208146893e-01,4.108867798584389663e-01,-9.642329365927104767e-02,-5.524670194105476551e-01,8.081698736629708835e-01,-1.981290370816057023e-01,4.885214869708061347e-02
5.018900519216249467e-01,3.746358015786534490e-01,-1.522454510940938199e-01,8.520132939085258705e-01,2.275232916474586309e-01,3.328553552628464862e-01,3.339368371921466738e-01
2.015153522779075945e-01,6.403373899949901249e-01,-5.219399484824924218e-02,-7.419214275928138758e-01,6.652859266537664018e-01,-7.236513183369362723e-02,4.135841836568544122e-02
6.217733502080441399e-01,5.647899140078329605e-01,-2.094097621444901136e-01,-8.382251012777439669e-01,-4.776253315214174511e-01,-1.367544222980151825e-01,2.248353848016521606e-01
6.120679434446341105e-01,5.766973061439321091e-01,-7.200869751700220145e-02,-9.880093812168080358e-01,-1.390274827286632972e-02,1.407013763331949885e-01,6.202659845560783841e-02
7.953531569091446540e-01,2.239420424002626364e-01,-8.045570951637007195e-03,9.111771992588484359e-01,-5.459934500837028415e-02,3.567345947658239758e-01,1.987849389987141890e-01
4.515133088960618934e-01,4.192099287268146734e-01,-2.489555043932226847e-02,6.503564403425200480e-01,3.456211416423249361e-02,4.782852946765146496e-01,5.891393194022144231e-01
7.326057985307301568e-01,4.331458142551322110e-01,3.838689038130785325e-02,-8.356092027780931408e-01,-1.932123313677770460e-01,-5.141288213995206524e-01,9.889906237063936581e-03
5.222235195960870380e-01,5.955659773908170695e-01,-1.740636371169494712e-01,-3.854681440853934826e-01,-8.732709747692521951e-01,-8.042985682919805146e-02,2.869549662427147707e-01
4.176431590552451834e-01,4.333190052771051515e-01,-1.127167254380010419e-01,-8.650116142316592871e-01,1.603334477013179660e-01,-4.268172030394554728e-01,2.094640016378108704e-01
5.081059379248049623e-01,4.777094846876629997e-01,-1.232729890037542603e-01,-9.880101802393160826e-01,-1.432339246571078251e-01,3.400089916872570811e-02,4.651736693417456159e-02
6.364627839895220518e-01,3.902759921927977382e-01,8.806111476537224758e-02,-6.521427055184385591e-01,6.624380642726352963e-01,-2.816808774683157712e-01,2.377847470097574356e-01
4.271670949244452675e-01,4.468191349964876213e-01,-4.831915128892508293e-02,1.292068157142511331e-01,9.765862409837861025e-01,1.711923227372007805e-01,1.667637040648798502e-02
2.774859878891808851e-01,7.343997681702514324e-01,-5.674038794858690671e-02,-8.122405392982564587e-01,-2.988498311391858328e-02,-5.013176946556636704e-01,2.967368583945865779e-01
6.445872212498299225e-01,6.284107465805790493e-01,-1.399807839664542475e-01,2.888177778177473676e-01,9.418801329637457309e-01,-1.713026113368180670e-01,1.007579742345313632e-02
4.522693331602100630e-01,6.263185577233069123e-01,-8.289294321397192022e-02,-9.278078718074908027e-01,-2.472664942088876605e-01,1.496529065924105846e-02,2.789406279644190967e-01
3.452242670015935877e-01,4.719633114558009490e-01,-1.395801244561362120e-01,7.590908296878823291e-01,4.730904987959860808e-01,1.649918681720256575e-01,4.156250421591944910e-01
3.962383690223082455e-01,5.957925871653196870e-01,-9.350950157039757127e-02,2.637737720401727159e-01,5.656309367658394205e-01,6.407505969072138097e-01,4.471282960405737472e-01
5.550241453499398236e-01,3.511338429670738948e-01,-1.232936549781746827e-01,1.680903505535193965e-01,6.973018744869383667e-01,-4.128202417622318099e-01,5.613333928060662004e-01
6.876903208917829469e-01,1.506279857654492516e-01,-1.671253861918580719e-01,-8.166827968285957917e-01,2.843081736217115130e-01,-4.288397816274953644e-01,2.613321898844316316e-01
5.458503079413905557e-01,4.496708138948246614e-01,7.473550357169249370e-02,3.224937813968344336e-01,9.281045646972597707e-01,-1.909318498821491530e-02,1.850814097511808420e-01
3.671118412009772847e-01,6.238618129696248404e-01,-4.551120468738979741e-02,-5.372079421443350933e-01,7.560271295459352059e-01,-9.685201960337094795e-02,3.611790312107430179e-01
3.365561289169954340e-01,4.804442560037527343e-01,-9.747340106083240974e-02,8.927989230673016863e-01,3.666544645267786340e-01,-6.523746374540621840e-02,2.534140089586872091e-01
3.820497417747459323e-01,5.495826683796191103e-01,3.501846407308009668e-02,-7.508795051174187440e-01,6.280180801819743586e-01,1.291811673931549942e-01,1.583839819871579735e-01
1.851952343323409744e-01,6.691639389990348130e-01,-4.607583286116961885e-03,3.920555627978756369e-02,-9.240406691922360416e-01,-3.042274056038390406e-01,2.281610214631629718e-01
4.267978919782378644e-01,5.899896394770003383e-01,-1.433067876569103782e-01,8.917859444922805467e-01,-1.556460780626307550e-01,1.348218582751465611e-01,4.028835987242075367e-01
5.922257648465829583e-01,4.717509593013741176e-01,7.911946680576570357e-03,5.705901268193813713e-01,-8.128319155499741377e-01,5.607656943865567400e-02,1.028912173103185973e-01
6.152609251666117940e-01,6.715503448410889975e-01,-1.784065322850535151e-02,1.026141160827777482e-01,-9.741155589349012045e-01,-4.138936527660652676e-02,1.971196120721989409e-01
3.542413045140987982e-01,5.573342735017162708e-01,-1.724467859168980766e-01,5.127730525685384455e-01,8.000292301267659667e-01,3.066983334225598101e-01,5.434298278643957120e-02
2.557381017206145080e-01,6.573881767897216122e-01,-2.229449246663216255e-02,-3.903377174079064038e-01,-5.629915993529345242e-01,-6.435197556504631544e-01,3.414077467111397701e-01
5.520814203120422148e-01,5.136413436741578131e-01,4.482204578237297676e-02,8.178363223630924495e-01,5.746228909856300193e-01,-2.073730638902783474e-02,2.285272637329435405e-02
6.911175910808342593e-01,2.783284043847964462e-01,-1.859786373554334071e-01,-7.784416728972870514e-01,5.230913516522830431e-01,2.667389468881002923e-01,2.219331744838699272e-01
6.534280410018052931e-01,5.418058790011424097e-01,3.080760308502190903e-02,-7.200088703771750920e-02,8.604080003504513963e-01,-5.043745704944315594e-02,5.019661424091315105e-01
7.023287513629166146e-01,3.707119817526459693e-01,5.847265942288501495e-03,-5.057231127668067039e-01,7.088744170660769006e-01,3.341652713667395691e-01,3.606587936749561241e-01
6.747578951240997824e-01,4.510656447124594126e-01,-1.986377833819113203e-01,-6.905855730564712802e-01,3.772746192833412726e-01,2.601496037734292166e-01,5.595333873750546472e-01
3.573060156180998814e-01,6.365457612977676316e-01,-1.236743720198336949e-01,-1.838871776958414528e-01,7.734171793123844063e-01,-5.405140008611084568e-01,2.754196570629100504e-01
6.655141183454016396e-01,2.482992680830466425e-01,-5.127365079232739514e-02,-4.672215553261719334e-01,3.786931036909100823e-01,-7.045773951221152576e-01,3.766513583388123032e-01
5.654978911467535285e-01,7.049317785651263435e-01,-4.057638573355927536e-02,-5.023615361697840731e-01,3.052341573100877947e-01,-7.695056712283521172e-01,2.496517937763273465e-01
4.903730187703983501e-01,5.327019656607566711e-01,-7.790776510685512579e-02,-7.625778428494740524e-01,-8.002897787313550948e-02,-6.102710434930933570e-01,1.990970862907729955e-01
5.258826756372029232e-01,4.002473124822621964e-01,-3.326722578433843891e-02,9.832533561502720953e-01,-1.298868366855505940e-01,9.631405676306624419e-02,8.405860898725833752e-02
7.057747878389596385e-01,4.130198053579604012e-01,2.639342262624400082e-02,-4.427772154408383121e-01,-8.729905327359158695e-01,7.322940918857608061e-02,1.909798965069656462e-01
7.493547034818440755e-01,1.855167271290418252e-01,2.818927322992104134e-03,9.860999607098046571e-01,2.851888979002861063e-02,-1.634087154518818752e-01,9.546314822817317941e-03
4.158020351562821126e-01,6.574856109844465779e-01,-1.583955045789174898e-01,-4.058139069140603850e-01,8.602199172600664134e-01,-9.120571007923189422e-02,2.949886190231304495e-01
4.579015618840815982e-01,4.685882361474971169e-01,-1.547899158604642278e-01,5.266021642461997665e-01,-7.490233017667213833e-01,-3.870647607779393873e-01,1.087893606269099839e-01
2.409259843414926217e-01,7.050712372118572713e-01,-1.160717914597200612e-01,7.189732599677299829e-01,6.938015768290852758e-01,-4.107960903917510370e-02,5.411946369978692592e-03
4.289307915465750964e-01,4.421352532245693134e-01,-9.798316308212563774e-02,9.138757663292992328e-01,3.497550055471443375e-01,2.056873566632731742e-01,1.397251299959308309e-02
7.741105772346894565e-01,1.457035260475313398e-01,-1.545392735364903292e-02,-7.750784190405249907e-01,-5.045374488853153760e-01,-3.733768220127827719e-01,7.269907697886136833e-02
6.903480255026392953e-01,3.747699310077973189e-01,-4.314915479926058339e-02,-6.874783823762951052e-01,1.143677942305579009e-01,-7.153142775114167407e-01,5.117583215162421761e-02
6.378778075897645339e-01,6.644519344234197655e-01,-1.516183425144922992e-01,-8.182332202192766912e-01,-5.275054423155411953e-01,-9.337703488818666075e-02,2.085980225519089293e-01
7.071794769967268968e-01,5.941103812140113849e-01,-1.859793163004147543e-02,-1.899795738746457296e-01,5.178041015846845951e-01,6.694846920321863015e-01,4.975710210885013751e-01
4.063859997286796144e-01,6.267162981811584821e-01,3.448817678020213440e-02,4.023526150758025555e-01,-8.059261217298456792e-01,4.066361355971705449e-01,1.524549529590706887e-01
3.850575892672588596e-01,4.351105718999919159e-01,-7.521766834054655071e-02,-7.764082132955059112e-01,6.067659355618043593e-01,1.278058558606728901e-01,1.126545559523022266e-01
3.291642510747418426e-01,6.312806713173528816e-01,-6.696314372168959972e-02,5.721145893934440063e-02,9.967739705401184036e-01,7.189232035434025767e-03,5.582844760933970696e-02
3.245938493930637936e-01,6.314503058224667509e-01,-2.509348812807554729e-02,1.798455464860300168e-01,-9.702594034508287280e-01,-1.562044944193523299e-01,4.303981119320626769e-02
5.784194939506532851e-01,4.131525072874569493e-01,-1.675508105346908139e-02,9.498012138332967425e-01,6.529293587363629858e-02,3.050339246040624785e-01,2.384935149122011100e-02
3.470447703253175531e-01,6.559442643600053024e-01,-1.208639488555763308e-01,-7.107828168913649103e-01,4.934371518725420569e-01,3.016618584861218699e-01,4.003844246453511224e-01
7.150383270003931591e-01,2.399066948449755654e-01,3.475292781170430390e-02,1.237541299278940854e-01,-9.099566283927950083e-01,-3.836986610300222589e-01,9.715547999766296905e-02
7.021851362062313529e-01,2.134014124970729231e-01,-2.121407410818392236e-01,6.767538161536732488e-01,-7.129723960783479475e-01,-3.830919166801374787e-02,1.794632012014810429e-01
5.669274374883463974e-01,6.139402949852771352e-01,4.418824331396203897e-03,8.084370879495124118e-01,-5.148564319183659421e-01,1.979263854700153216e-02,2.845357285111100865e-01
5.618641178802593616e-01,4.013601203146093255e-01,-8.974676641596636417e-02,-7.831613554009944078e-01,5.406381608872278255e-01,2.839182767813628328e-01,1.172991155484624098e-01
4.626131883313511217e-01,5.828002065140153176e-01,-1.285143842029096428e-01,2.491819546783017869e-01,-9.126505681205656639e-01,-3.141746222072617223e-01,7.919343869809601644e-02
2.265038008139716730e-01,6.471999194351116813e-01,-1.179764857087223229e-01,-8.910588195331323735e-01,2.104740983995238499e-02,1.053148793091799040e-01,4.409988241110653906e-01
6.010371440900192930e-01,4.659342587296029237e-01,-1.340970911685530065e-01,6.193903946961321072e-01,2.808029369472470615e-01,7.331120632035919016e-01,7.207797540027448269e-03
4.816201117252861819e-01,6.904626676015437337e-01,-9.041076714776523360e-02,-2.148821494105502827e-01,8.594170077692820930e-01,4.560276506764107118e-01,8.524582359356557004e-02
3.804428105081961164e-01,6.135393336407505283e-01,-8.291766289557984948e-02,3.914307138699635313e-01,8.939651736648740465e-01,-1.221883684270036602e-01,1.807713117027375527e-01
7.409616136791090657e-01,2.515837471944731840e-01,-1.280352854864117707e-01,1.760671186218229424e-04,9.326267308051688909e-01,3.439180155128238048e-02,3.591998802534466795e-01
3.706601732508088554e-01,6.255121721024643477e-01,-1.978359170272191714e-01,4.144999961704219360e-01,8.293618649690609468e-01,-3.692917844220579560e-01,6.302561438131028260e-02
6.754109507259218326e-01,3.686562804191262366e-01,-1.848478958862894428e-01,5.768939647197809384e-01,3.966332825729026457e-01,5.870649252039704669e-01,4.064851365309595232e-01
3.949667231880684692e-01,5.026509487744273974e-01,7.169146136101220423e-02,-3.971688328511914501e-02,9.909151607216236668e-01,-2.191429246689552066e-02,1.266075717318365657e-01
4.117990491838359746e-01,4.099283431019963841e-01,-1.104444826318385642e-01,-8.962926247266624902e-01,-3.684069191183521608e-01,8.742244502650764471e-02,2.308531760922995502e-01
5.708880923231912652e-01,3.879100444211021625e-01,-1.182285372588042088e-01,-3.158475427228935595e-01,4.914727940814879736e-01,-3.024419253793299567e-01,7.531425523806826172e-01
5.148038346389267605e-01,7.089525571305510532e-01,-1.746886088192601272e-01,-8.040348728443514892e-01,3.904118589142490103e-01,2.714138236960424999e-01,3.569888513328972612e-01
4.153692218290853666e-01,4.564690376746170508e-01,-3.979121457041763510e-02,9.339097755306313697e-01,-3.141216722414707507e-01,1.061741411042622651e-01,1.336680887770824444e-01
6.908981110402382386e-01,3.611094602691652389e-01,4.642009702304596142e-02,-5.711957965867527909e-01,-3.372898928266077762e-02,-1.582219471961730239e-01,8.047133232829232208e-01
4.053347852316343536e-01,6.217893750655475449e-01,-4.210590813701031720e-02,5.074297329999634121e-01,-6.389287741887460514e-01,-5.014442316619045492e-01,2.878172512450480336e-01
4.964773283123228853e-01,6.338305380022446478e-01,2.774375501262869859e-02,5.493548859648180738e-01,7.005124617566974576e-01,3.588979095174397171e-01,2.805063113980945100e-01
7.455752781813572705e-01,3.355185127060193451e-01,1.470721453774942455e-02,5.745706855638742505e-01,7.600075975566314979e-01,2.191840067528709746e-01,2.102744638100731978e-01
2.746993923895731937e-01,5.527232283214872366e-01,-8.950998769922252629e-03,-7.908228848772345110e-01,-1.897087713497738193e-01,5.796562836456437863e-03,5.818729643888693737e-01
5.318103514577952051e-01,4.778952937186298211e-01,-1.475953273923662490e-01,4.174997208160963758e-01,7.351861302504808515e-01,-2.466441583732766618e-01,4.736686564953841438e-01
3.019112977057203939e-01,5.191152328834864882e-01,-6.190514339806099664e-02,-6.638575378278867012e-01,-7.381905475407543049e-01,-6.341390565793889045e-02,1.017180493314235462e-01
4.817480667815950968e-01,5.155856259020805687e-01,-2.154385028428325022e-01,4.332028522523848624e-01,7.419852798609197775e-01,4.543119557538281561e-01,2.353588326985885382e-01
4.134262135719352083e-01,5.338428213070519623e-01,9.851279993611877783e-03,9.467605944770217663e-01,2.798735655175360049e-01,1.590771456001066064e-01,3.102548397232103225e-03
6.424870791274114312e-01,1.771565163410446231e-01,-2.113243325223465308e-01,5.714526886634244685e-01,-7.457537833635540236e-01,3.424728890642735890e-01,2.332268833551565633e-03
3.536298719717096972e-01,6.979538505549667260e-01,-2.168876606954854569e-01,7.983101510105512499e-01,4.974304486826025551e-01,1.037811888425349410e-01,3.232542596151907754e-01
6.630830632289944626e-01,4.284015253290226477e-01,-4.941097632658986161e-02,1.051188553917542096e-01,8.162503585565121789e-01,5.092287324139205956e-02,5.657669479373409471e-01
5.812443094791497344e-01,3.195494391644084220e-01,-8.141606795405338659e-02,8.914885224055462132e-01,-2.247273281048961235e-01,-8.346170354622131637e-02,3.844216259046481787e-01
7.072403575096632977e-01,4.298717661770320442e-01,1.174210536992851932e-02,-5.076318021231137623e-01,4.099808468352964530e-01,-4.552550291584676057e-01,6.057792643590367287e-01
6.732255588979834116e-01,4.695506519801064815e-01,-1.782181928856863551e-01,-3.510633646130392194e-01,8.666487080636885443e-01,2.504573903765573428e-01,2.508896698628271249e-01
6.824106633549039680e-01,2.482626584154133953e-01,-3.039386646092060232e-02,-6.274195834623990109e-01,4.129359199019462245e-01,-6.449067350903796569e-01,1.411520293076374555e-01
5.511169798195303393e-01,4.283853806354745997e-01,7.704705004895186227e-02,-8.942257748184689881e-01,3.478653772870909378e-01,4.202833684673046993e-02,2.785382591981131473e-01
6.019791466879008679e-01,6.857251055673646567e-01,-1.990581978766589877e-01,7.026256919317754868e-01,4.789755726733715413e-01,5.198389583825642202e-01,8.165166971546534980e-02
5.440641037968083626e-01,6.079680474733795137e-01,-1.585385099601197001e-01,-2.364802528980217700e-01,-8.151580777458582450e-01,-3.048779031759564218e-01,4.320229883119615644e-01
5.008345666840517962e-01,6.213898726847474352e-01,-6.388855825885095263e-03,-4.902658064879125699e-01,7.844567059903130302e-01,-3.884181221933938333e-02,3.778338643360357185e-01
5.871651212920474538e-01,2.496871203761870661e-01,-2.153508840331693208e-01,-6.152494365481344651e-01,6.075764507720212704e-01,-5.016057227392525242e-01,2.665869857437844562e-02
5.743143963892739512e-01,3.719548493738795147e-01,-1.154157818031670973e-01,-2.933847841888099009e-02,7.727105229201420844e-01,-2.882032716738505695e-01,5.647978183819710729e-01
2.359658482762773679e-01,6.367286234463750416e-01,-1.755947777770282547e-01,7.793348114687067563e-01,6.216343398756479788e-01,6.794687349429173739e-02,3.989011785849035097e-02
2.456766169402191391e-01,7.103723366700842590e-01,-1.747488468428489150e-01,-3.284316525773926521e-01,7.638083013677448019e-01,-3.162600485782844917e-01,4.568469218679974131e-01
3.134892569475652424e-01,5.788967902182794445e-01,-1.899325708878335864e-02,2.812118838655545683e-01,6.820050287083213592e-01,6.271589499089383901e-01,2.499213250974463008e-01
6.419359737082013240e-01,5.865118513163420921e-01,-1.132396403493860365e-01,4.383031821941096307e-01,-8.599549051491430784e-01,-2.115289421683995141e-01,1.536990182582951558e-01
2.967258047722457492e-01,6.875200690463649789e-01,-8.181006924890697751e-02,-6.519384649639197171e-01,5.908418813266519409e-01,2.475080761092164350e-01,4.057361968466517421e-01
7.730411558815146744e-01,1.954362555786655908e-01,6.876162037958655215e-03,-7.890639069868676803e-01,4.433669866884240029e-01,-2.837134689711027780e-01,3.167183817365674670e-01
4.852820029414393610e-01,4.046505437280931705e-01,-6.139817445101647397e-02,-8.341444297575616451e-01,5.040410051233791267e-01,1.648510785189779559e-01,1.515580989910333409e-01
5.285960392983189982e-01,7.166073756273770856e-01,-4.971349067600544513e-02,-3.471461343375437658e-01,-5.419637431727235555e-01,-7.651759322780975481e-01,1.645160061558409437e-02
3.683383369084259340e-01,6.985677230747343591e-01,1.820526726996470057e-02,4.472432283276536052e-02,9.056482684828407459e-01,4.173433032213348381e-01,6.021225786732100488e-02
4.153928045060941154e-01,6.038017818821909133e-01,-1.152422864933308755e-01,-7.948111971666722564e-01,4.018181978829118428e-01,2.073797055430993685e-01,4.047356599528482701e-01
6.777743551941497469e-01,3.437683358308332160e-01,-1.179016421470301251e-01,3.456168404834690788e-01,-8.795807796492571828e-01,2.428279487707265816e-01,2.189092025055832669e-01
7.254897531131510036e-01,3.378088957447730745e-01,5.527756780845055617e-02,-3.023944939524506603e-01,-9.488821743588299329e-01,4.511327656868108216e-02,7.838993231622642943e-02
7.193271389306511443e-01,5.391727278666604839e-01,-3.604300365558994745e-02,-9.332396567565411916e-01,-2.055271120857632139e-01,-2.044494659989380680e-01,2.121856854440635487e-01
3.775129389454424111e-01,4.543787947899816104e-01,-2.787621779565979674e-02,8.180052869965743767e-01,-4.713002619454900177e-01,-3.260482552804912504e-01,4.935533167076876920e-02
4.746062180050750756e-01,5.756761349187162757e-01,5.471820331256670167e-02,-6.360785717607408962e-02,9.498721362703894666e-01,2.328600359607251036e-01,1.986785567064680569e-01
4.405707137794487305e-01,5.560189888413105130e-01,6.528038025760611596e-02,-9.157942412672889221e-01,3.285765665837250271e-01,2.210019757160658002e-02,2.299346185788848362e-01
3.855067125244160398e-01,5.433157276692851534e-01,-6.356675650593579530e-02,8.404105872325914328e-01,5.080235448361817285e-01,1.093311727850310860e-01,1.538467335269059211e-01
5.648994119906095568e-01,6.466772320705256316e-01,-8.118613482655327729e-02,-9.424211489138895059e-01,1.755546017063237818e-01,-5.202787253084800723e-02,2.798500676781635055e-01
1.923514733607156191e-01,6.779016292779929120e-01,-7.449999479755906040e-02,-8.381875076186491302e-01,-1.899404069905774040e-01,2.215156424375437361e-01,4.607549934832752547e-01
5.350093006841027954e-01,5.381712219363559147e-01,-1.721525953559582822e-02,-6.063007820762011946e-01,6.938657382830366593e-01,9.121799057487070539e-02,3.776625174493833947e-01
5.479484528451932235e-01,3.205208653971804988e-01,-1.533972327847643036e-01,9.424927644847400643e-01,1.939425743251591561e-01,1.513751059678501432e-01,2.262283007301806592e-01
5.718331756381278552e-01,3.400741736443090302e-01,-5.118027408923797594e-02,-5.053786231202013202e-01,-8.593290530104078506e-01,5.967234106347552025e-02,5.084523239551920482e-02
2.970763679186794182e-01,6.457083415876778698e-01,-1.776019747088307121e-01,-6.304123439722674194e-01,7.249771600058652066e-01,9.664712837440125881e-02,2.600917657562509810e-01
5.751043169548452072e-01,5.140376911822217565e-01,-5.136960696153441974e-02,2.192816403690103222e-01,9.014279355492941237e-01,8.012124908581634564e-02,3.645871975993424385e-01
4.939808097463743719e-01,5.256926605954469478e-01,-1.319674996206167683e-01,1.917121664587918828e-01,7.502188913890190936e-01,-4.753319248299763822e-01,4.177051848758122632e-01
2.030083163507864774e-01,6.403273937408535676e-01,-2.530866599600539724e-02,9.420403278166907812e-01,2.922373047278329361e-01,2.465956542434906418e-02,1.629395112473122076e-01
1.864227217635818501e-01,6.527999519387245320e-01,-8.730846697644967236e-02,-5.860353926363317534e-01,7.984043248151345695e-01,-7.199244838644917877e-02,1.180260143756045738e-01
5.320128532398746835e-01,5.611196577239370153e-01,-8.480474662726204815e-02,4.497131493833430582e-01,8.008969948745482403e-01,1.359878453528971243e-01,3.712538118173459023e-01
6.333654715386679568e-01,4.187993920054132180e-01,-1.723778780061384908e-01,-7.384743777703882683e-01,1.234950770572430523e-01,-6.479732881176953896e-01,1.397682982839992261e-01
5.908894643676373404e-01,4.410651088977605161e-01,-1.947611089704738285e-01,-6.279343998482279643e-01,-5.754511394863935925e-01,-1.893844260537853319e-01,4.885569718255334815e-01
6.008404301333917230e-01,6.445549189655529476e-01,-3.187595098286255535e-03,-3.613771857735873505e-01,-1.496359073491229652e-01,-9.190223460533077926e-01,4.912791761088693837e-02
5.789911109472521966e-01,5.118769850812435740e-01,4.350042296971837197e-02,-8.223758839730532788e-01,-5.657110038037251876e-01,-2.510163065806897409e-02,5.512598092769790264e-02
5.451766413275709322e-01,3.148137694222227223e-01,-1.603760506624548610e-01,-5.773536751881206720e-03,-9.963331119532479185e-01,3.547146096384588138e-02,7.764516569646051636e-02
3.616135185403014374e-01,7.397079859567223803e-01,-7.879234271224355712e-02,7.519110896910113917e-01,4.057863353197661005e-01,4.166650732740620477e-01,3.104148514181472862e-01
4.915863876590407244e-01,4.596044949731441509e-01,5.891829183960353711e-02,7.679368177552750030e-01,6.327863568468692357e-01,7.153385471709969301e-02,6.882861435238683823e-02
2.273197855882340968e-01,6.551266354217601950e-01,-1.222706554955653863e-01,-5.905045781772572805e-02,9.451914338191750309e-01,2.423290785502246469e-01,2.107197535955498968e-01
4.047668209486541824e-01,6.711812269924287699e-01,8.721569314805957540e-03,4.431230531629010705e-01,8.324547450616457400e-01,3.272931808249437413e-01,5.949984004514134728e-02
5.046501273980004143e-01,4.727231801423724677e-01,-1.687988625126630171e-01,-9.569505085475140671e-01,-5.568942309658942054e-03,-1.459754332381618391e-01,2.508104542540761650e-01
2.229902040886782844e-01,6.050280918725513546e-01,-1.932946052053338692e-02,-9.415810612804120794e-01,1.919769769606610998e-01,1.486051104631683495e-01,2.334233632251256074e-01
6.415967842916415753e-01,6.741341368438629189e-01,-1.208659490774179057e-01,-9.515759395752122485e-01,1.426754393219484014e-03,-2.926475524331842992e-01,9.412016600235872943e-02
5.407975443137122973e-01,6.228279931932951818e-01,2.034344432386106516e-03,-8.197962885860074489e-02,9.487067611064702310e-01,9.691787796841848379e-02,2.895543935311207795e-01
4.949381131961025360e-01,3.681714997477612550e-01,-6.914725309931471497e-02,-2.355998812343605003e-02,-9.917865971808864645e-01,-2.264145852293389383e-02,1.236593585942255269e-01
