# s0, s1, e0, e1, w0, w1, w2
3.114719500828293519e-01,-7.621556480049163085e-01,-6.162752539013571784e-01,2.268865856229084876e+00,-2.426330325458128989e+00,-4.056653014966369319e-01,-2.371926888140161616e+00
-1.186795123462598855e+00,5.612958962876106739e-01,2.325469474980663698e-01,2.219321002119174047e+00,2.507246494040563434e+00,2.053856680550425917e+00,-2.368858470562501317e+00
2.008936018483074015e-01,2.065046913232171377e-02,-1.215694793200524870e+00,1.795078061714927342e+00,1.675253973825484799e+00,1.652615596332185799e+00,1.006795390256125522e-01
1.247695841406797790e+00,-6.749038155381246185e-01,-6.969235526682182602e-01,2.297677441161206424e+00,-7.601604653017308699e-01,4.543510097551188842e-01,1.096371507520028210e+00
-1.562275286358002724e+00,4.895596460473892186e-01,1.238982350345072092e+00,2.617706799983423149e+00,3.283191704067101035e-01,-1.486085723970610672e+00,-2.188685962931551376e+00
-1.975118599512544204e-01,-6.642698104071658172e-01,-2.109431165088673232e-01,1.823473586623114429e+00,7.662452289289767293e-02,1.541181672504017275e-01,-1.810330085547806611e+00
-6.183182451695192761e-01,-9.813375102964059238e-01,-2.157100473558530851e-01,2.298915289591381139e+00,1.549537066290236353e+00,1.445906743745257739e-01,2.047504969606181113e+00
2.520591852763753860e-01,-6.104895316821026263e-01,-7.112317899966860146e-01,1.983325633505713670e+00,-1.723113380494162961e+00,-1.031017696758884217e+00,-9.484909089217707923e-01
2.451169579618439620e-01,-4.545678695479007381e-01,-6.322397995591910735e-01,1.909669064181148679e+00,-2.489443964827262157e+00,-4.435597716146923997e-01,-2.964436145524485866e+00
1.050491365420860301e-01,-6.511485792705502540e-01,1.471541589559848262e-01,1.296118305368607615e+00,2.966326076088590113e+00,-1.523102929736564359e+00,-1.999394649644949506e+00
7.203138438111240660e-01,1.046493249646890611e+00,-1.004824008481378872e+00,1.608797884357238361e+00,-1.226736420970390817e+00,5.690514353012954274e-01,-2.273065443256528706e+00
-2.087088122681803881e-01,7.161402165813512966e-03,-5.133982421831428944e-01,2.360785798767527588e+00,2.804586675784139338e+00,1.503813616789940966e+00,-3.052572275795291112e+00
9.082215303950480489e-02,-9.973237564104489028e-01,1.424488373356891380e-01,2.125727359159377716e+00,2.587580966569289487e+00,-5.125034158350860736e-01,-1.067691771144890112e+00
-6.108655308711719023e-02,-5.604678140785679386e-01,-3.452645064209036718e-02,1.977498062508071142e+00,-5.754643691455854082e-01,3.538858521300196625e-01,1.339525705037712733e+00
-9.960872344377043053e-01,7.780846555464324688e-01,6.456657153713165620e-01,1.337205573687872961e+00,2.046872823994581481e+00,1.639504100968363520e+00,5.845234823592058149e-01
1.184605197315382163e+00,3.705377911700984406e-01,-1.550285503118323360e+00,1.098222402672623277e+00,1.101161850222252880e+00,1.965319012008139854e+00,-1.400980276903398547e+00
6.047855944516253857e-01,-1.060307873737068807e+00,-2.900059653527682357e-01,2.397870350764077951e+00,-2.542483491194133194e+00,3.510787185521646592e-02,1.449503943677303397e+00
-6.443365089410728608e-01,-3.080175524768742346e-01,7.005920629591502191e-01,1.633561444885748504e+00,-1.878498659986274077e+00,1.676808329402762254e+00,2.913011454400749045e-02
-1.420251723518221043e+00,-4.538876146810479906e-01,1.471631288320942588e+00,2.583912748910289103e+00,1.393580018650360408e+00,-9.416270904081339710e-01,-1.986576325519310515e+00
4.480291010820662834e-01,3.451713252644457164e-01,-2.364554483309304622e-01,1.712148973716760114e+00,-1.843970825016945980e+00,1.557882359690283991e+00,-1.565731052751820229e+00
-6.523489551124046493e-01,9.977953620229773612e-01,5.827388263073460806e-01,1.154549577634739616e-01,1.444486997678685825e+00,1.697821033695968485e+00,2.314543051705868493e-01
-2.082388550922740222e-01,9.716956334890349822e-01,-6.984806978859623428e-01,4.426556337034410205e-01,-1.595708393804071257e+00,1.672067113697339735e+00,3.439102176036223923e-02
8.874718047573328938e-01,-4.709523482304749376e-01,-7.181043607113788418e-01,2.189331412997094883e+00,1.306361895116757488e+00,-2.247794943172716220e-01,1.844832241882198076e+00
7.254249974674249479e-01,-8.795902969071860422e-01,-7.642518306079821855e-01,2.340075980849293469e+00,2.115321154589505426e+00,5.054725921265323940e-01,-1.554728378377934206e-02
1.002706449542972500e+00,-5.506968886655929651e-01,-6.864867372567022841e-01,2.134513098762858885e+00,-2.143981748232943296e+00,-2.558229790404826787e-01,2.570624048298469688e+00
4.918196857891246054e-01,-1.822188044797863338e-01,-7.144144209931284628e-01,2.056750151659550774e+00,-6.353957000383627651e-01,-9.561844636062841740e-01,3.011569416705313529e+00
-4.282454022434722951e-01,-9.493417190446968856e-01,2.017898578299983647e-01,2.445496529751578940e+00,1.591611280186636002e+00,3.494281964979377708e-01,2.958314700137980147e+00
9.216073156250947918e-03,7.310775899540900014e-02,1.214731740379004776e-02,9.453062441921130654e-01,2.270033563371819163e+00,-1.501607273374175877e+00,1.731969133948247475e+00
8.382890117549735010e-01,6.720056017165028095e-01,-4.243361768766762410e-01,1.788990055859882577e+00,-2.181913921169593706e+00,1.802419776636333015e+00,-2.043364885375662965e+00
-5.426170137548678163e-01,-3.738022916715315613e-01,6.840626655285464430e-01,1.759136030885454449e+00,-1.071500745092119677e+00,8.313044598388885653e-01,-4.052910802507425636e-01
-5.840803046345173222e-01,-4.823206401266262322e-01,2.830245919741547489e-01,2.218177116570036578e+00,2.572946107600403209e+00,1.831397600675703785e-01,2.824817877751355510e-01
-5.295115776652599138e-01,-4.699745701652673358e-01,3.057262043889314995e-01,1.505290179029575182e+00,-9.274771515808204470e-01,8.903394423902648569e-01,-3.048870968565282613e+00
-9.094535900030800146e-01,-6.371050399884694571e-01,8.342993823413578092e-01,2.280207937038977395e+00,-3.273592665128526313e-01,-1.534218266286657695e-02,8.328889409135431521e-01
-6.017670179226530802e-01,2.779076049192106268e-01,2.071929073454583659e-01,1.387218738873803758e+00,-2.340145462367560825e+00,1.665026026177494067e+00,1.247246863159110042e+00
-3.198085674770998477e-01,2.380227950426796468e-01,9.056879028349622551e-01,1.127859237742036003e+00,-2.202559550947227329e+00,1.758666199983037082e+00,-3.779219904351220904e-01
-8.657396243098733901e-01,1.040104217118685170e+00,1.904831049515334662e+00,1.190980772400840992e+00,2.061283860778073240e+00,2.042686280460834336e+00,-1.210951558689855823e+00
-3.881900366128296920e-01,6.900056831897951604e-01,-2.505818355773379302e-01,7.237947330585411398e-01,2.876970323444115962e+00,1.925294442380578008e+00,-1.658389752995900190e+00
1.059873661616897333e+00,5.804029661339358270e-01,-1.010101726327916172e+00,2.071987521611482475e+00,-1.350491621462600156e+00,-3.898895823106762748e-03,1.463205858180193886e+00
1.564037721996522468e+00,1.021371525955562909e+00,-1.074381643984443135e+00,1.665572678773106441e+00,-4.706404599192453020e-01,-2.713179519693091901e-01,1.761006835691858008e+00
-9.108603517280142725e-01,1.319394940250844250e-01,7.247390274898295459e-01,2.483246063156002936e+00,1.064951475057940300e-02,-1.437852216298892483e+00,1.920512630831647805e+00
1.049135377093203481e+00,2.627483831988861596e-01,-1.532954754461940405e+00,1.951102828892491869e+00,1.590931469673361853e+00,1.688895433945808211e+00,-2.625731063980029756e+00
9.166362907664500348e-01,-6.532047120730588574e-02,-9.355378388282251656e-01,2.043397955145308753e+00,1.884484962195211999e+00,1.610189748962305156e-01,-1.592328060186911642e+00
1.378834138456761060e+00,2.563258572448319228e-01,-7.921982057249579157e-01,1.858476976412677395e+00,-3.993854819643338772e-02,2.350630941519105122e-03,2.913620953587032325e+00
-6.464651278061805950e-01,2.526501988351128603e-01,2.580342301908523872e+00,1.704274798390187917e-01,-2.289375434900147610e+00,1.884080558087238622e+00,2.319377540086878575e+00
1.443785182586781346e+00,8.598709701687203832e-01,-1.337179923602289877e+00,2.392524062264758111e+00,2.871481077672109805e+00,1.771515094023584425e+00,-1.192775584639037989e+00
-1.435472920541116970e+00,7.301799603353340551e-01,2.859635176132342416e-01,1.755570372066439511e+00,1.714566441064459212e+00,1.587159982200094355e+00,2.695337935972326626e+00
7.316879838098269140e-01,3.179425178559243115e-01,-6.015949572465824069e-01,1.858112315089896160e+00,1.066747395283968558e+00,-8.431160617625906850e-01,2.528282726603482189e+00
-1.250022842120596778e+00,-6.637034646059096765e-01,6.126743711064674969e-01,2.177976149792510085e+00,1.021687017568612355e+00,-6.885301497561652218e-01,1.454446008729503248e+00
-9.491909662330076936e-01,5.474475232609363751e-01,1.621913757559362068e+00,3.203278685309580709e-01,-9.710663083594006650e-01,1.850218491204908666e+00,4.245285854292748517e-01
-1.205423257297160156e-01,-1.441834333500331411e+00,-3.735626845152539843e-02,2.575019053761629095e+00,-6.110991981291200581e-01,2.706624719515688948e-01,-7.964109171609363713e-01
2.134724536316274790e-01,-4.860810070403016603e-01,-1.225451676711782234e+00,1.998387482356910327e+00,-1.257297620944660466e+00,-5.751916197074915527e-01,-1.872141108689993283e+00
-1.539155386386048541e-02,1.368557239823422478e-01,-6.190113919997801695e-01,4.270346876635853772e-01,-4.243916224890140754e-01,2.001958931721388169e+00,-5.101500910723970605e-01
7.824263553176464825e-01,-6.538169324955767081e-03,-1.473342288774202036e+00,1.687796814452114269e+00,-2.137371866914458796e+00,-1.394643382719339630e+00,-2.162472545361354914e+00
-1.571726675591709199e-01,-4.257345712699844853e-02,-7.193260491943207491e-01,1.698908274211702318e-01,3.390522648016824903e-01,1.833067969504469374e+00,2.665426453953150698e+00
-1.038878655688000530e+00,-6.725157035421558405e-02,-3.766657305341012396e-01,1.858186364418417114e+00,2.307941529532267388e+00,1.444546119517319038e+00,2.448526358432728145e+00
-1.764721152362236367e-02,-3.389929103481044148e-01,-8.872193340393796923e-01,2.089924713608183104e+00,2.368914610323363590e+00,1.328997976420188465e+00,-1.877981588287522818e-01
1.531010832265866206e+00,6.538878131661158832e-01,-2.958585639839235171e-01,1.667285550118702941e+00,1.793650857139989618e+00,-1.452280906469370247e+00,-1.513587683994418009e+00
-8.509863254093025242e-01,-1.047703235389794152e+00,9.977782995015083145e-02,2.081527653448262072e+00,5.497542092784319934e-01,7.096430748843287617e-01,-1.632948075373153562e+00
1.329651123599295826e+00,9.080397303429807998e-01,-1.415987015663405346e+00,2.299008496277525015e+00,2.513966006473407511e+00,1.947122381847625761e+00,1.547825973172622049e+00
-5.931966950075597822e-01,1.013995889364827985e+00,5.858254918569314462e-01,4.567972671241340987e-01,2.529293354117707615e+00,1.866796912406478270e+00,-1.722657454103372343e+00
4.924765893124747329e-01,-5.041758229921617929e-01,-5.897384183762666154e-01,1.988005118584039055e+00,2.040448040127986751e+00,-2.276773881005513811e-01,2.549063787497927613e+00
-1.236193871988242599e+00,2.746500804787546102e-01,5.889635172577114552e-01,1.220952005653224370e+00,-2.488088753780838491e+00,-1.510036554591184466e+00,-2.720832604313930148e+00
7.686553149396915252e-01,5.968899210452782711e-01,-4.694379853880290554e-01,1.483738965852384739e+00,2.122742429462472380e+00,-1.326131421754147333e+00,2.043502280899578416e+00
-1.638802192181148198e+00,6.880709844554413479e-01,1.426775440055172872e+00,1.048231185309336677e+00,-9.494133533567539196e-01,9.790070599224023340e-01,1.635956069683601299e+00
-2.091454721966845565e-01,-6.784484697546755427e-02,6.926399853236331339e-02,3.552643596184602015e-01,-2.368019721617020679e-01,1.822389553839602883e+00,-3.180510503344260442e-01
1.243272608385734390e+00,-4.268693197228026204e-01,-9.795769681172590282e-01,2.492653814310457516e+00,-1.976996335591311826e+00,1.225298533801226775e-01,-3.314842302414944264e-01
3.588030518814919745e-01,6.083219979187317605e-01,-2.610739152407250963e-01,2.110556370997407338e+00,-2.446530782730469422e+00,1.821164292793373107e+00,6.722878814020769589e-01
-1.430310289401419022e+00,8.167067854261369497e-01,5.194347507863072977e-01,8.571593155864224434e-01,3.038027627283912402e-01,1.534327313141207405e+00,2.891842197524846725e+00
-1.163964392371489076e+00,3.148081440663239583e-01,2.994417323401337150e-01,2.369832862194754863e+00,2.600061461660621021e+00,1.572683978515274195e+00,5.234659658491551681e-01
1.369348618047371513e+00,-2.926014243812469218e-01,-1.394324403156641079e+00,2.081031769523177477e+00,-1.992276668989894306e+00,-1.073494844505606727e+00,-1.690180083409924983e+00
-7.321475203393755793e-01,2.956494412064056831e-01,-2.952518297544015624e-02,5.357073325017205345e-01,1.180496479334873783e+00,1.652124795093250498e+00,-2.361123290529933527e+00
1.442517676666116078e+00,-7.946419120177303785e-01,-7.300462901911775049e-01,2.362104876287316468e+00,2.736301046638264012e+00,-5.296095009348971150e-01,9.901431586195119650e-01
-1.065924431939559325e+00,-3.394146009801151109e-01,6.740739068474894680e-01,2.253029209296949276e+00,1.817211037356036840e+00,2.225369916437773821e-01,2.040262238565211383e+00
-8.007562128749992070e-01,-5.186683375409180119e-01,6.718802331194515531e-01,2.174157508054295196e+00,2.788375638767730536e-01,-4.550861376604655728e-01,1.557825089917567851e+00
-8.571284276335864316e-01,8.941996496801758454e-01,2.686977733920230982e+00,7.684941145795524120e-01,-2.242138526293275369e+00,1.836372194275007974e+00,-1.201715010414555973e+00
4.130905271995728434e-01,-7.693763548981291667e-01,-3.252975586680593167e-01,1.628632255444197874e+00,-4.575697172411801184e-01,1.300525036326250827e+00,2.736550158540795863e-01
9.832652979145408700e-01,-1.194157219772451484e-02,-5.203549415114609999e-01,1.860864265611429813e+00,2.411908745394137021e+00,-5.265039412769889626e-01,2.732613245139861036e+00
-1.333315416793917407e+00,7.066555479306710907e-01,4.160545579924237458e-01,1.601341923431381709e+00,-1.995443130835369505e+00,-1.409045643357770716e+00,1.258394605265072741e+00
-7.002385450269876799e-04,-7.328439262929831166e-01,3.709469268407787901e-01,1.674381098883716446e+00,-7.659305559456086598e-01,1.173062249634310383e+00,-6.217748050584193109e-02
-1.134438943605221350e+00,-3.518718332556767248e-01,7.598021364469085270e-01,2.261903148469952551e+00,3.850987606970286414e-01,-9.957125059723594962e-01,-9.387706454692361646e-01
-7.991651617905043414e-01,-4.883074588125742022e-01,8.707364521217120235e-01,1.900806239631236849e+00,1.249928093381850402e+00,-1.537543140906816541e+00,-2.510999187908784069e+00
1.564691017649885385e+00,8.578089914923991977e-01,-9.279893049876588584e-01,1.595288076719705517e+00,5.235853914902017792e-01,2.211558900405321548e-01,-2.817622231805001487e+00
-1.375745964479409889e+00,-1.112638109708723455e-01,8.852465975604624226e-01,2.132948993145054040e+00,-2.213144023304008279e+00,1.025783669079531890e+00,-2.388161218023473698e+00
7.384029533206031282e-01,8.778709898130565570e-01,-1.419429353099716851e+00,3.341072673388948977e-01,1.294945062191339424e-01,1.854358528663063055e+00,3.333111763494001067e-01
8.486680236330328420e-01,4.090858763275897481e-01,-2.102246438371486725e-01,1.260403192718158039e+00,-1.707332941814055483e+00,1.407233609645487160e+00,-2.310769995928498410e+00
1.155811699197360376e+00,8.616107426385344326e-01,-7.428778087074086045e-01,8.462632342508098482e-01,-7.191556196799702150e-01,1.642152718308060866e+00,2.449008267810074635e+00
-1.470500517124900153e+00,7.320357421629197781e-01,3.436645354039127298e-01,1.363957018013792766e+00,1.454033579037749213e+00,1.529330501574156287e+00,2.897515578162478178e+00
-1.271602200353949996e+00,2.632216062047785243e-01,1.339160358586809707e+00,4.632271791001019712e-01,-5.025035780471065472e-01,1.807840209323489766e+00,-3.743462438415678939e-01
-6.415463623785688796e-01,9.523639292371925968e-01,-1.923429131066889175e+00,5.233952625352122912e-01,-2.214474068270394724e+00,1.920665534994089541e+00,1.796930601884502821e+00
5.419531633980438912e-01,-2.472533175048383658e-01,-3.608174437684192881e-01,2.180781346550490163e+00,-2.270901812353669946e+00,6.768771335624612639e-01,-2.501686094302683294e+00
8.993603128198168761e-01,8.724642833284854682e-01,-6.839665533487595539e-01,1.243521048315890720e+00,-1.495669042186653197e+00,9.724675833540823433e-01,1.230173197412038455e+00
2.419975629184725197e-01,-7.636252532964071804e-03,-1.285809248277609562e-01,2.523278064910831286e+00,2.804599285459073776e+00,1.795243202043669051e+00,-1.940725865477326728e+00
-1.365023882883535933e+00,5.886514643930587098e-01,1.686362195240996620e+00,1.151109522526447160e+00,-1.273694474259626119e+00,1.929043751832099751e+00,-7.676056686855363687e-01
3.628462786079471591e-01,6.174846213726854494e-01,-1.707794541430790680e+00,2.034422549971999228e+00,2.854773424738526799e+00,2.035710636198746037e+00,3.186390102736345042e-01
-4.633421183274928357e-01,3.291520949309179045e-01,5.299306257252567320e-02,1.963601658876034994e+00,2.219028370658614691e+00,1.889469878108545053e+00,5.180694417785169925e-01
-1.675404168912464575e+00,6.553436403536605503e-01,1.458265508590565140e+00,7.264949077929760968e-01,-5.470867738107205724e-01,1.683064323815842922e+00,-2.148980159392490652e+00
1.258182615673742788e+00,6.540817939509473433e-01,-1.241747596918409746e+00,1.951340447159018110e+00,2.746837603449472809e+00,5.897439445878802644e-01,7.311353465070702384e-02
2.488892429651841098e-01,2.179638979798648180e-02,-8.599231103044524538e-01,2.378261068787587362e+00,-3.034863384468552194e+00,1.740401825874519304e+00,-2.458658165780118754e+00
-5.527657214969416977e-02,3.147356605716868927e-01,7.571079540176768319e-01,-2.059537641441427230e-02,-1.748978944166898808e+00,1.918157406914920760e+00,-3.035469627142500126e+00
-1.264417718857451245e+00,4.467644572462265984e-01,6.632206120974037944e-01,3.491524554364453525e-01,3.591660972614385550e-01,1.466117524978322706e+00,-1.845383270305192003e+00
1.210540989967852088e+00,-1.135243352071677592e-01,-9.591960480011532120e-01,2.237536308918602668e+00,1.036568908657377719e+00,4.301276875333837069e-01,-6.286876356305626246e-01
-4.752294196609514465e-01,-1.104255787115903109e+00,7.204265427414613399e-01,2.609334694921484399e+00,6.945252384514657429e-01,-1.007404454596416699e-02,1.600904837387462365e-01
1.040127876344618230e+00,-1.016563553758325078e-01,-9.825910598876270718e-01,2.070661113766460115e+00,-2.554287133248661856e+00,-5.047573475466866633e-01,-2.338014614597087704e+00
7.098683951983715268e-01,-8.571645621405998838e-02,-1.135188652944801202e+00,2.453282360240580662e+00,-3.241914738068709667e-01,-6.450975617980317933e-01,-1.360059290831446388e+00
-1.455552765464553477e+00,-8.917949774912357075e-01,9.697859096802856627e-01,2.366546947657669708e+00,1.509303333673019942e-01,-2.092728916408417295e-01,1.482526850607759350e+00
-8.966091621181102589e-01,-1.188101480232254481e+00,3.930122816226431226e-01,2.489580645392613700e+00,4.484584996596812090e-01,4.989533850553495853e-02,-2.201238482573231625e+00
2.765463948921285109e-01,8.923709423795935791e-01,-2.787678685896381126e+00,8.428384493493681351e-01,1.919872919264930644e+00,1.984292019251956418e+00,1.336675804771233267e+00
-1.159966554378973225e+00,1.606713379719435508e-01,1.804354865007260500e+00,2.681949609439256421e-01,-1.116825977300219375e+00,1.897619259664499847e+00,3.058679308788149420e+00
1.191605128938085123e+00,-4.991088645678682933e-01,-7.239481838194734564e-01,2.296066095030879772e+00,-9.899585129267531869e-01,-6.851649373452595171e-02,-7.750298025851733996e-01
-1.283541787637203502e+00,8.871184416702631026e-01,2.840136689156715910e+00,1.994628140708190056e-01,-1.181597765922344001e+00,1.833573069109004638e+00,2.848393323963733792e-01
-4.699851838422004491e-01,-1.063759513445169835e+00,7.621990864199110760e-01,2.557521619677923130e+00,-2.896720036097654827e+00,1.620237509273507737e-01,-1.165091785297475147e+00
-3.418579929894405289e-01,-1.022292706479377866e+00,1.032726201759439633e-01,2.205657311707188484e+00,2.625256336895356313e-01,-1.759328778980209229e-01,2.857995447294832125e+00
-1.599950438633739758e+00,9.611746588537384284e-02,1.537386294927944874e-01,1.840893869606662347e+00,-1.496218180568650302e+00,-1.467134126772542624e+00,-1.964932107320856103e+00
1.142339575548472208e-01,-5.839887446729208342e-01,-6.560553201586372118e-01,2.354522471992799293e+00,-6.357807725029274160e-01,-1.207626927678041140e+00,-4.352021667364081026e-02
-9.922328696713438312e-01,-1.089878338564091553e+00,2.180024547834578108e-01,2.277018962198863239e+00,1.428262049334527717e-02,-2.020057842026115047e-01,-2.173164923116651881e+00
3.789049720175219349e-01,5.419586369231468304e-01,-4.462495209167194332e-01,1.434648844698974246e+00,-1.914922214375932130e+00,1.365175474853352000e+00,-1.934103848759233024e+00
9.350083204456742791e-01,-1.016780956978715622e-01,-6.240584051926139075e-01,1.037354304064084243e+00,1.535264515001388830e-02,1.511262536393113365e+00,-7.577287483436196958e-01
-1.458022065051330696e+00,-3.451599518824923774e-01,3.377098033383267861e-01,2.583030055649686574e+00,-1.486741095893331144e+00,-8.479544878551508180e-01,-2.047014063237906356e+00
-3.310448678794490895e-01,-1.115948968494508531e+00,2.297328555063948841e-02,2.269946330353044495e+00,-1.167660980192938291e+00,3.396733965600005067e-01,-1.142525970756459897e+00
1.104310044544182023e+00,2.365126966394219821e-01,-1.219903256275848280e+00,2.183625320751494403e+00,-9.376012880683668449e-01,-1.496029477819392994e+00,-2.423122615494941456e+00
6.505656529164349777e-01,3.447711366995056537e-01,-4.273176099802316052e-01,9.089060103414101643e-01,1.917599224894748211e+00,-1.118278632559459806e+00,-2.933763139487829630e+00
-1.216854105100775740e+00,3.757766289349531164e-01,1.289963364891616671e+00,2.053213663176419512e+00,1.123016267117860068e+00,-1.185673294978787817e+00,-1.063607213506997162e+00
1.399628161361140766e+00,9.221849375415098748e-01,-6.261351865218944823e-01,1.865428224090703191e+00,-1.334818633308016977e-01,1.106473771787817029e-01,6.182828768109009943e-01
-9.073598387518938546e-01,-5.706901275909812554e-01,8.100665342858319740e-01,2.077572102080261995e+00,2.959195416283027846e+00,-3.470240838045730580e-01,1.616644314415507822e+00
-1.107231957621855223e+00,9.361417804705149948e-01,-2.827809072332482909e+00,1.595745858260853578e-01,-2.434332458195912707e+00,1.991113330675840398e+00,-6.014838334649215135e-01
-9.945013683838066498e-01,-3.798265336527046898e-01,8.371282467356842005e-01,2.488210020809114464e+00,-2.965624961378385827e+00,2.847093748336670949e-01,-1.243624256692410723e+00
-4.247755809521132075e-01,-7.323276853762090699e-01,5.448800701602025676e-01,2.318152601506747956e+00,1.376741027459830846e+00,-7.262049280910819471e-01,-6.141657958312971566e-01
-6.951043912014664983e-01,4.982781201321402342e-01,-1.031897690422519887e+00,1.336883972478255744e+00,2.899697637410279860e+00,1.849103852619722765e+00,2.033208564703357091e+00
1.663306293259001922e+00,9.417499254997432345e-01,-8.168446529271475853e-01,1.290511003864463602e+00,5.538962050742441967e-01,1.241947789460162266e+00,-2.663943155550893227e+00
-7.016129057031836869e-01,-9.378580473694670960e-01,2.577979664418923456e-01,2.104243678626785297e+00,-2.151597449496655212e+00,-1.324059231623579969e-01,-4.055151898912474628e-01
-9.633265738351459717e-01,3.939313280320071442e-01,4.582151864714685274e-01,2.568601501319940805e+00,2.450465232696901197e+00,1.422188278539284312e+00,1.762276886818529675e+00
4.486087682519204201e-01,-1.347287550452311855e-01,-1.800354032284712247e-02,1.301975892013645053e+00,1.933798468174130036e+00,-1.464929560591508695e+00,-2.275139328703732033e+00
-8.592049262844311253e-01,-6.608443558811920582e-01,-2.740669598203506752e-01,2.161261047478014508e+00,-1.222305615563884285e+00,-1.393470342458204225e+00,-2.539389197660070430e+00
1.515848363393364373e+00,-5.522578631161776386e-01,-8.180256723517325135e-01,2.342493446576452865e+00,1.117696209323992385e+00,-1.739299826309572694e-01,-2.459549303309924717e-01
-2.168432610275019545e-01,-3.506054288032502964e-01,6.557196030723968505e-01,1.998686481848166663e+00,-1.800177657970529976e+00,1.391525368923955952e+00,3.573473189115508042e-01
6.066243176812484705e-01,-3.519626105847810660e-01,-3.278380819519832734e-01,2.057985837712535737e+00,3.705478636440315832e-01,-5.027290909925479223e-01,-1.341374046274147469e+00
-5.144470958485851675e-01,-8.697092493732179186e-01,4.788856468392577170e-01,1.926324040959192407e+00,-1.060952612931882699e+00,6.203839539002315995e-01,3.872593574063434296e-01
4.075718918431787685e-01,6.256715218413431145e-01,-1.848994566242301740e+00,1.244771712242114470e+00,1.894036116211403886e+00,1.918930666746417213e+00,1.764188492503335759e+00
-1.423514171459216104e+00,5.902581955363954691e-01,6.076576236750863558e-01,1.155269153760255740e+00,-1.737741970362244315e+00,-1.384352414402879372e+00,-2.004976611171445100e-01
9.551984246685520930e-01,-5.286600330393067537e-01,-5.130985347730661061e-01,1.856132572400733816e+00,3.033327718341347179e+00,-7.944112120532599297e-01,-9.441417753863756701e-01
-3.981035747414529702e-02,3.774324401710882348e-01,-3.308739682521011360e-02,1.297428648921219008e+00,-1.745520887420947131e+00,1.518316682706616572e+00,-1.974912974334531723e+00
-1.030291899179039072e+00,-1.078939108945123015e+00,7.024415312866327810e-02,2.491104084543588115e+00,-9.161631875544440362e-01,-7.873356438096155152e-01,1.812433039453486217e+00
5.452397655808502996e-01,-5.968090335232223431e-01,-5.720587719259775383e-01,1.510471613533857171e+00,2.410220939347773594e-01,1.350073037452807601e+00,1.909408636546411131e+00
-4.048108746702123728e-01,-1.032312789448464940e+00,-2.349202159410115343e-01,2.332880211158043782e+00,-1.989481544608987296e+00,-2.305061983678029502e-01,-1.422268490342627478e+00
-4.044176656679732140e-02,6.259095142129078582e-02,-1.501528789084721538e+00,1.908700938682456050e+00,2.171365049060701935e+00,1.637906348159273939e+00,-1.455088588392638105e+00
8.736018258049034202e-01,-4.865805080678859973e-01,-9.073040047595624102e-01,2.005485462779277306e+00,-4.268194986056741413e-01,-1.490763009052986643e-01,2.339626503180981310e+00
5.321331181336854677e-01,4.116127352815990292e-01,-7.226691876177553375e-01,4.852753531702861944e-01,2.148818337706686066e-01,1.999176659513575149e+00,-2.188618812375198175e-01
1.450169754218044726e+00,-9.192857954771369577e-01,-9.772167902560218167e-01,2.406794876085432300e+00,-2.012602986021072127e+00,-4.225294158502046482e-01,-2.180462774890575606e+00
3.726404562065090964e-01,1.856862204177422981e-01,-8.882889697091678194e-01,1.887705304793048544e+00,-2.562689121636842149e+00,1.754570128341828017e-01,-1.945366029556343301e+00
-5.733780515801896183e-01,-2.412794854644717546e-01,6.461352431286928599e-01,1.833603974351085242e+00,-2.072843183707358872e+00,1.198874176605841946e+00,-2.606980158113124002e+00
1.176117410545682862e-01,7.734322253922525370e-01,8.894877791674549172e-02,4.067591602333095469e-01,-2.411319172941694067e+00,1.904532260368511309e+00,-1.422919649243596929e+00
-8.506447561059968798e-01,-1.588639982814399332e-02,6.949133164245666627e-01,1.941851071974273202e+00,-2.222292697532693317e+00,1.758798471915973494e+00,4.173357065521483555e-01
5.703966392146142539e-01,3.330347161128348610e-01,-8.946055102348662302e-01,2.052816552774684666e+00,-2.162039310418104598e-01,-1.495574932207223817e+00,5.779332025500480974e-01
-1.505900947872238937e+00,5.216426941497784853e-01,5.143998371295745997e-01,1.679610672191533594e+00,-1.931245022752571261e+00,-1.031896913485707667e+00,9.924216684004543154e-01
-1.453815970645469635e+00,-7.319876227671029412e-02,9.208495341378446497e-01,5.048775462297655503e-01,-2.796542962845482982e-01,1.712616613019006362e+00,-1.721875392920205972e+00
4.486387294928051439e-01,5.317290560927494525e-01,-1.339312883421992506e+00,1.354721449242033415e-01,4.804751985290862670e-01,1.517187853847453916e+00,2.063716924061740343e+00
-1.041777805287264158e+00,-1.954835059795356766e-01,8.269875500709571448e-01,1.571646865532879911e+00,-3.465040240081695977e-01,8.758933893564520012e-01,3.018249217726253875e+00
-9.519283529449663606e-01,1.988547145770369617e-01,1.087723046636019042e+00,1.883677728086262659e+00,1.247167264361442207e+00,-1.109145997855690791e+00,-2.366153645494242230e+00
1.384348003870795374e+00,3.786365147939605436e-01,-6.910702849963956673e-01,2.099223479375106116e+00,-2.611147988414452836e+00,7.425259662066352462e-02,8.938814131723837875e-01
6.749831654134075265e-01,2.311826196417445800e-01,-1.620497291923115757e+00,1.961260329783932610e+00,1.732348915675195222e+00,1.302316094750246123e+00,6.355933211573572272e-01
